273.16;6.10e-03 
280;0.0099 
300;0.0354 
320;0.105 
340;0.272 
360;0.622 
380;1.29 
400;2.46 
420;4.37 
440;7.34 
460;11.7 
480;17.9 
500;26.4 
530;44.6 
560;71.1 
590;108 
620;159 
630;180 
640;203 
647.1;221 
